prediction,ground_truth
-0.104881376,-0.019544026
-0.10586242,-0.29930466
-0.21775904,-0.40105864
-0.23246711,-0.2917735
-0.21009338,-0.40176812
-0.2423099,-0.3867016
-0.2118509,0.02381586
-0.09280763,-0.22984658
-0.11921036,-0.369888
-0.1971283,-0.06684147
-0.14127463,-0.3117487
-0.20944583,-0.34799325
-0.2285654,-0.317381
-0.23063482,-0.14045575
-0.17438126,-0.26484075
-0.14550462,-0.1913553
-0.17282024,-0.31402212
-0.22190002,-0.41994363
-0.22530898,-0.2826224
-0.20979011,-0.3019136
-0.2178906,-0.07918263
-0.14695656,0.25008857
0.0068006516,-0.028107708
-0.09756415,-0.29021814
-0.19787246,-0.3658351
-0.22804648,-0.36263543
-0.21933693,-0.35489717
-0.21071324,-0.1563403
-0.16936505,-0.22197647
-0.1599685,-0.03837417
-0.024935156,-0.2294969
-0.14427242,-0.34591794
-0.22352946,-0.43634507
-0.26016036,-0.5022843
-0.28011382,-0.4455736
-0.27132747,-0.50084895
-0.270243,-0.13351506
-0.16380283,0.30928862
0.03420736,0.2013206
0.0029707998,-0.17248075
-0.16747709,-0.27224565
-0.21321732,0.18291977
-0.03342835,-0.20004018
-0.14002141,-0.12916315
-0.16598028,-0.3320089
-0.1894663,0.16595404
0.10113245,0.40798277
0.2006217,0.05957476
-0.03413424,0.0892542
-0.058870725,-0.107876204
-0.017731525,-0.09609477
-0.06891487,-0.004824947
-0.041171327,-0.05683633
-0.090628855,-0.23456426
-0.07523915,0.059012968
0.08040938,-0.058197413
-0.033716254,-0.12623332
-0.074742414,-0.23313987
-0.15316825,-0.3545815
-0.18244928,-0.18807185
-0.11450994,0.002309341
-0.052118987,-0.17930359
-0.15475667,0.033565167
-0.04049869,0.058028266
-0.024132654,-0.017536487
-0.07801505,-0.096754916
-0.13007732,-0.3033059
-0.19398692,-0.3862281
-0.20219272,0.15623377
0.018769458,0.3957763
0.10500236,-0.037044562
-0.04740923,0.19363873
0.037621826,0.5032894
0.17880735,0.62022656
0.26091456,0.11077724
0.008646458,-0.07600592
-0.096998334,-0.05851509
0.023394108,0.44648138
0.2671113,0.52118164
0.25010553,0.16951248
0.11816111,0.0029819699
0.085003436,0.6273589
0.34791222,0.36038047
0.22746065,0.056334186
0.03488198,0.06344152
0.005029872,0.11728863
0.15777367,0.40739864
0.2801333,0.39363655
0.23135224,0.56801707
0.2384139,0.23493645
0.22072357,0.3410078
0.24700662,0.2641894
0.15599898,0.5461923
0.26900932,0.28808483
0.1931614,0.18906343
0.18135193,0.4849781
0.29215574,0.13885908
0.19187784,0.14263783
0.13196102,-0.019480763
0.080948725,0.1947881
0.15125361,0.49792507
0.31638178,0.5254916
0.3146297,0.33452892
0.20522654,0.037907872
0.114947945,0.6466548
0.2909165,0.22078878
0.17161345,0.24049605
0.13965687,-0.023034696
0.052029133,0.08208062
0.13637966,0.14997609
0.18715653,0.52069926
0.29383057,0.1960417
0.09740406,-0.06275524
0.08290659,0.43500072
0.21079174,0.68096805
0.3607243,0.6272453
0.31020653,0.2717994
0.16671053,0.17200609
0.13601813,0.03578829
0.12918875,-0.003701718
0.07300514,-0.14539276
-0.03668367,0.017328018
0.08826679,0.012391152
0.1294724,-0.033269044
0.0936535,-0.14871572
-0.023359388,0.066338465
0.03616549,-0.09547703
-0.04879266,-0.13845266
-0.090086184,-0.18963015
-0.14429039,-0.18658742
-0.09893748,0.040733688
-0.011656642,-0.019524027
-0.049805522,-0.2389945
-0.16554388,-0.2382511
-0.124857455,-0.29739317
-0.16109186,-0.2951117
-0.17747101,-0.004446472
-0.09436365,0.28702146
0.03066963,0.17917936
0.049482048,0.3684239
0.10974774,0.01431522
-0.06783721,-0.22134879
-0.13778085,-0.25729284
-0.14459185,-0.34183073
-0.1555825,0.21128835
0.056256697,0.3619782
0.20108345,0.1728976
0.09096186,0.2726178
0.1597215,0.03105632
0.0033985674,-0.13186677
-0.093745366,-0.22572477
-0.118587635,-0.32743376
-0.15861171,-0.15570255
-0.029845923,0.53862774
0.25401488,0.1501612
0.087801605,-0.070405096
-0.012448937,0.41594085
0.10863115,0.08989787
0.036674663,0.35539538
0.11085853,0.43221548
0.13300484,0.049562052
0.004719183,-0.078123935
0.065425456,-0.0055445824
0.047081977,-0.20027182
-0.06462815,-0.11596406
0.023322567,0.51056355
0.19468173,0.1317399
0.13581416,-0.15539823
0.010356069,-0.09250975
-0.07862987,-0.1509856
-0.07679702,-0.21816722
-0.07762696,-0.1464993
-0.122039,-0.31214407
-0.17814827,-0.33753294
-0.0610139,-0.41032133
-0.155646,-0.3834432
-0.22628582,-0.46859238
-0.2493102,-0.50081056
-0.26678935,-0.35166156
-0.23831703,-0.34265202
-0.22607161,-0.44930944
-0.26863724,-0.46743774
-0.2868547,-0.44602734
-0.2840402,-0.5218079
-0.30262113,-0.39101294
-0.2781546,-0.48425972
-0.30233082,-0.486462
-0.2988086,-0.3881475
-0.27065808,-0.46266726
-0.2894185,-0.5132066
-0.31331864,-0.34240526
-0.26479653,-0.027799485
-0.14408867,-0.32956788
-0.23074567,-0.37920368
-0.26630273,-0.48211777
-0.29547998,-0.46143863
-0.28293234,-0.17984164
-0.19545768,-0.32727304
-0.23988618,-0.13842304
-0.18710244,-0.31638324
-0.18051052,-0.29686448
-0.21820664,-0.33029112
-0.23516783,-0.031012263
-0.13765925,-0.17226003
-0.18149458,-0.32901356
-0.2077663,-0.35330176
-0.23379977,-0.39756706
-0.23006384,-0.3366573
-0.22644064,-0.406318
-0.248677,-0.34682292
-0.24119183,-0.3619874
-0.20649907,0.11160109
-0.064775005,-0.20855933
-0.17500567,-0.2850899
-0.2182,-0.3012675
-0.22542915,-0.37382466
-0.23441757,-0.29616272
-0.22182646,-0.431711
-0.2576804,-0.25058192
-0.21288604,-0.1601042
-0.10952995,0.073509544
-0.060552187,-0.22341968
-0.17937288,-0.36132377
-0.23298264,-0.01165186
-0.12366385,-0.059143547
-0.10583865,-0.024188673
-0.122677386,-0.2937514
-0.19716,-0.27324957
-0.18413164,-0.040166464
-0.039582416,-0.25340995
-0.15856591,0.1389483
-0.06512382,-0.15044755
-0.108475,-0.20578708
-0.13196917,-0.0070437705
-0.06591759,0.13210326
-0.010314599,0.057816222
-0.053823717,-0.14013003
-0.10686891,-0.020719858
-0.09853122,-0.21763523
-0.06287018,-0.017663475
-0.061790325,-0.050905313
-0.094257966,-0.18131861
-0.108762324,0.27997866
0.09309538,-0.0023465552
-0.0025307238,0.42289862
0.091912866,0.06763693
-0.0033253282,-0.1963425
-0.11946419,-0.100710526
-0.07625513,-0.10992775
-0.039288625,0.0064501464
-0.039857738,0.00864047
0.03749746,0.4662404
0.14588863,0.10424807
0.1204119,0.1455206
0.055021316,0.01829273
-0.050400004,-0.22713561
-0.09891421,-0.20618643
-0.097746566,-0.24873814
-0.08422883,-0.026925806
-0.028765343,-0.25377533
-0.02461718,0.26565495
0.06392169,0.10994668
0.050006643,-0.115290545
-0.0806275,-0.007105796
-0.09789041,-0.20852914
-0.1267059,0.08422019
-0.034903005,-0.2027783
-0.09729725,-0.044662885
-0.10668199,-0.27443185
-0.07846906,0.12333357
0.044729605,-0.18804021
-0.12871179,-0.32525167
-0.16244891,-0.15312392
-0.1532428,-0.00011966894
-0.007691756,0.44841945
0.10114354,-0.006665537
-0.053930946,0.051557668
-0.0751935,-0.14602861
-0.06408232,0.026834762
-0.021276683,-0.227672
-0.1401333,-0.37337762
-0.18288529,-0.14603782
-0.10180872,0.24755543
0.16242558,0.53572446
0.18870094,0.30230772
0.1080454,-0.061065312
-0.09256352,-0.037387043
-0.035013437,0.14841007
0.055491716,0.34686944
0.109592855,-0.05434418
-0.050598957,-0.077546544
-0.0061941445,0.3029169
0.20830306,0.4030049
0.2574164,0.10946489
0.03431675,-0.14336011
-0.09780311,-0.23326741
-0.040007874,-0.24532104
-0.00022900105,0.06695193
0.015942186,-0.09672487
-0.08177474,-0.20663185
-0.05386471,0.13072428
0.09622839,0.25773475
0.11375666,-0.06676455
-0.08818905,-0.22474489
-0.17217295,-0.3715385
-0.19595641,-0.34012687
-0.10648145,-0.1741201
-0.10689297,-0.23488843
-0.17173369,-0.19421655
-0.110947944,0.019696962
0.015300259,0.071557626
-0.027532332,0.0019747927
-0.08750025,-0.18853699
